Name,Address,Contributor,Tags,Business Hours,Tel,Mail,website,Description,Business Type,Latitude and Longitude;;;;;
"Beam & Anchor,""2710 N Interstate Ave Portland, OR 97227"",Chelsea,""art, fabric / textiles, makerspace, coworking, wood, paint, miscellaneous"",Tues-Sat 11-6 Sun 12-5,(503) 367-3230,info@beamandanchor.com,http://beamandanchor.com/,""Beam & Anchor is a place where like-minded creatives come together to commune and cross-pollinate. Where the product is not seen as independent from the creative process. Where wisdom and understanding grows through seeing the humanity and stories in things and people. Where imperfection is a beautiful thing. Where love, integrity and connection to one another is the foundation for everything else."",Store,""45.542208,-122.676861""";;;;;
"Starr Studios,""715 Acme Street Denton, TX 76205"",Sean Starr,""services, fabrication, art, makerspace, paint, Sign Painting & Design Studio"",9-5 Monday-Friday,(940) 536-3480,sean@starrstudios.net,http://starrstudios.net,""Starr Studios was founded in San Francisco’s Mission District in 2005 by artist, designer and author Sean Starr: a second generation sign painter birthed from the custom auto/moto paint explosion of the late 70s and early 80s. Sean’s original works have been exhibited in galleries across the United States, and he has published several books, including “The Artist’s Tao: 44 Principles for an Artist’s Life” as well as “You, Me and Morrissey” which was made an Official Entrant for the 2008 Pulitzer Prize in Letters. His wife, Kayleigh, operates the studio alongside him. The studio’s work is regularly featured in ArtForum Magazine, Juxtapoz and the Los Angeles Times. In the world of traditional sign painting, Starr Studios is a leading voice. The studio is featured in the best selling book and documentary“Sign Painters” by Faythe Levine & Sam Macon. Sean serves as Editor of “Traditional Sign Maker Magazine” and the studio’s work is regularly featured in Digital Output Magazine, This Old H…"",Service,""33.194591,-97.141018""";;;;;
"Frager's,""1115 Pennsylvania Ave SE Washington, DC 20003"",Chuck,""retail, tools, wood, glass, paint, miscellaneous, hardware"",,(202) 543-6157,,http://www.fragersdc.com/,""Best hardware store in DC. Half a city block with one (or two) of nearly anything. Great, and very knowledgeable staff. Not particularly high tech, but if you need something old school, they have it stashed somewhere."",Store,""38.8825609,-76.99088119999999""";;;;;
"MindGear Labs,""8331 Madison Blvd., Madison, AL 35758"",Rob Adams,""supplier, electronics, retail, fabrication, fabric / textiles, pcb, makerspace, composites, machining, tools, metal, wood, laser cutting, 3D printing"",""4-9 M, W, Th, Fr, 10-6 Sat"",256-705-4327,rob@mindgearlabs.com,www.mindgearlabs.com,""A fab lab open to the public where makers can come and use digital fabrication equipment. We offer classes for both adults and kids, clubs and social activities as well."",Service,""34.6859499,-86.7282996""";;;;;
"Makespace,""16 Mill Lane, Cambridge, CB2 1RX, UK"",Laura,""electronics, art, makerspace, machining, tools, metal, wood, laser cutting, 3D printing, miscellaneous"",,,,http://makespace.org,""The community's inventing shed in Cambridge, UK - a place to meet, learn, build and play. Makespace offers 24/7 access to paying members, and also hosts a range of public events. It isn't open to drop-in visitors except at public events."",Makerspace,""52.2015868,0.1164883""";;;;;
"DeLaMare Library,""1664 N. Virginia St. Reno, Nevada 89557 Mackay Mines 113"",Lisa Kurt,""electronics, services, art, makerspace, labware, coworking, tools, 3D printing, miscellaneous"",varies. check here for current: http://knowledgecenter.unr.edu/libraries/kc/hours.aspx#dlm,775-784-6945,pcolegrove@unr.edu,http://www.delamare.unr.edu/,""The DeLaMare Library at the University of Nevada, Reno is located in the Mackay Mines Building at the north end of the Quad. On the ground floor, it houses the Ansari Map Library and the Data Works South Lab. The DeLaMare has whiteboard painted walls with an open floor plan with numerous Macs and PCs available on every floor. There are rooms available to reserve, with computers and whiteboard walls as well. There are two 3D printers, a 3D scanner, and a variety of 3D modeling, GIS, and stats software available in the Dataworks South Lab. There are also tools and kits available for check-out including: arduino kits, soldering irons, raspberry pis, makey makey kits, AR Drones, Lego Mindstorms, and more. Services also include large format printing and scanning."",Makerspace,""39.5455429,-119.8200013""";;;;;
"Electron Workshop,""31 Arden Street, North Melbourne, Victoria 3051, Australia"",@paulzee,""makerspace, coworking, 3D printing, injection molding"",General hours: 8.30am to 6pm Monday-Friday. 24/7 desk holders have key access,,hello@electronworkshop.com.au,http://www.electronworkshop.com.au/,A coworking space that is now realising its vision to combine coworking with a hackerspace/makerspace. Great brick warehouse environment with a great cast of tenants.,,""-37.801309,144.950752""";;;;;
"The Labor Party,""216 N Mosley, Wichita, KS KS 67202 ‎"",Jens,coworking,,3162909360,,http://labor-party.com/,A coworking and collaborative space in downtown Wichita for creative professionals.,,""37.6885767,-97.3275278""";;;;;
"Co-op Gold,""Prinzenstraße 85, 10969, Berlin, Germany"",Sam M,""fabrication, art, tools, metal"",,,,http://www.coopgold.de/,Goldsmith workshop with lessons + workshops,,""52.5026909,13.409586""";;;;;
"Visible Futures Lab at the School of Visual Arts,""7th floor of 132 W 21st Street, New York, NY 10011, USA"",Marko Manriquez,""electronics, fabrication, art, fabric / textiles, makerspace, plastic, composites, machining, tools, metal, wood, laser cutting, 3D printing, hardware, CNC"",open 10am-11pm Monday-Friday and 12pm-6pm Saturday & Sunday,(212) 592-2424,visiblefutureslab [at] sva [dot] edu,http://vfl.sva.edu/,""The Visible Futures Lab at the School of Visual Arts exists to further the theory and practice of interaction and product design through structured explorations of emerging technologies, systems, and behaviors in identified areas of research interest. The VLF is a state-of-the-art Maker Space featuring the latest tools for digital fabrication including laser cutters, 3D printers and CNC amongst more traditional woodworking and machining tools. Students from all graduate departments across the SVA are welcome to use the VFL."",Makerspace,""40.742221,-73.9953129""";;;;;
"Armstrong Tool & Supply Company,""31541 8 Mile Road, Livonia, MI 48152, United States"",Paul Kerchen,""supplier, retail, machining, tools, jewelry"",""M+R: 8:30AM-6:00PM"; T, W, F: 8:30AM-5:00PM;" Sat: 9:00AM-2:00PM"",(800) 446-9694,sales@armstrongtoolsupply.com,http://www.armstrongtoolsupply.com/,""Equipment, Tools and Supplies for Jewelers and Hobbyists and schools teaching jewelry and metals."",Store,""42.4410209,-83.3577952""";;;
"Casserole Labs,""231 Front Street, Brooklyn, NY 11201"",Brady Donnelly,""electronics, services, makerspace, coworking, tools"",9 am to 9 pm,(734) 274-1651,brady@casserolelabs.com,http://casserolelabs.com,""We’re a team of designers, developers, and strategists committed to creating best-in-class digital products and growing them into thriving brands."",Makerspace,""40.702656,-73.983942""";;;;;
"Werk.Stadt.Laden,""Wernerstr. 21, 01159 Dresden, Sachsen, Germany"",Christoph Jähnigen,""services, fabrication, art, fabric / textiles, makerspace, tools, metal, wood, laser cutting, glass, printing, furniture, photography"",,,post@werkstadtladen.de,http://www.werkstadtladen.de,""Im Werk.Stadt.Laden geht es nicht ums Konsumieren, sondern ums Selber machen. Eine Plattform für Menschen, die kreativ arbeiten, ihrer inneren Stimme nachgehen und sie nach außen tragen. Nicht allein, sondern gemeinsam, in einer netten und produktiven Atmosphäre. Ein Ort zum denken und austoben, für Idealisten, Macher und Unruhige."",Makerspace,""51.0458746,13.702583""";;;;;
"Middle TN Robotic Arts Society,""800 Fort Negley Blvd Nashville, TN 37203"",Patrick Becker,""surplus, electronics, pcb, makerspace, plastic, tools, miscellaneous, hardware"",Every 3rd Sat from 2pm - 4pm,,info@thebotshop.com,www.mtras.com,""We're a robotics / makers / technology group in Nashville. Check out our monthly meetings at the Adventure Science Center. Newbies, gearheads & everyone in between are welcome. Most meetings are show and tell format but we always welcome anyone wanting to give a specific presentation. Let us know if you'd like to present! Please sign in at the information desk so the staff can direct you to meeting room. Feel free to contact us if you have any questions. See you there!"",Makerspace,""36.1465928,-86.7754368""";;;;;
"Artilect FabLab Toulouse,""27bis Allée Maurice Sarraut, 31300 Toulouse, France"",Nicolas,""electronics, services, fabrication, art, pcb, makerspace, plastic, machining, coworking, tools, metal, wood, laser cutting, 3D printing, paint, hardware"",10h-18h,,Contact@artilect.fr,Http://www.artilect.fr,Artilect FabLab Toulouse : Open FabLab FabLab Pro Fab Academy FabLab Research,Makerspace,""43.5938898,1.4210576""";;;;;
"Sandy's Electronic Parts,""9738 S Virginia St, Reno, NV 89511"",Seth V,""supplier, electronics, retail"",,,,http://www.partsandcables.com/,""We are the area's #1 retailer of Electronic Parts, Computer Hardware, Audio/Visual Wiring and CCTV Equipment! We are Factory Authorized Distributors for: 3M, Bussman, NTE Electronics, Leviton, Philmore, Pan Pacific, Signamax, Weller, Wiha, Stanley Tools, BK Precison, and MANY, MANY MORE!"",Store,""39.444402,-119.7693252""";;;;;
"Tripp's House of Plastics,""320 South Rock Blvd, Suite 180, Reno NV"",Seth V,""supplier, surplus, plastic, composites"",,(775) 348-6676,,http://www.tripphop.com,""Tripp’s House of Plastics began in 1987, branching from Tripp Plastics manufacturing to better serve the retail market directly. This family-owned business owes its success and growth to a solid reputation for innovation and creativity. The Tripp’s family tradition of commitment to detail and a strong work ethic, means that quality and excellence goes into every part that we produce. Our capabilities include laser cutting, laser engraving, fabrication, including solvent bonding, heat bending, routing, flame polishing and we have a variety of materials available to “cut-while-you-wait”. Our products include fiberglass supplies, mold-making materials, plastic displays, tools and accessories, cleaning & care products, signage, as well as a variety of raw materials: sheets, rods, tubes, films and many more… We strive to be your complete plastic supply store, by continuously adding products and services in anticipation of your growing needs. We have a storehouse of knowledge about plast…"",Store,""39.51053599999999,-119.762073""";;;;;
"NovaCopy, Inc.,""15 Lindsley Ave., Nashville, TN 37210"",Mr.NovaCopy,""supplier, services, makerspace, 3D printing, hardware, copiers, printers & document management"",""8 a.m. to 5 p.m. Central, M-F"",615-577-7677,NovaCopyUSA@NovaCopy.com,www.NovaCopy.com,""NovaCopy is a full-service provider of 3D Printer technology and innovative document workflow solutions. One of Konica Minolta’s top tier, copier dealers in the United States, as well as an Inc. 500/5000 company, NovaCopy offers free cost analysis so you may easily choose the exact solutions, equipment, accessories and software to meet your needs – within your budget. For more information, please visit: www.NovaCopy.com."",Makerspace,""36.15274,-86.7672709""";;;;;
"Lenno GmbH,""Obertor 24, CH-8253 Diessenhofen, Switzerland"",Walter Buschta,wood,8 am to 6 pm,#ERROR!,info@lenno.ch,www.lenno.ch,""Unlike cheap plastic toys from far east - everything that goes into Lenno is from Switzerland - the idea, the wood, production and the passion for meaningful toys for fun & support of the development of young children. Developed by Lenno in cooperation with children psychologists and 100 % hand made - Lenno bricks come in 4 different sizes and are 100 % natural. The perfect sustainable, eco-friendly present."",Store,""47.6886664,8.752784799999999""";;;;;
"Magic Maker,""196 Harvest Hills drive NE, Calgary, Alberta"",Jon Mac,""plastic, 3D printing"",,(587) 437-8029,jon@magicmaker.ca,www.magicmaker.ca,""We are a 3D Printing and Design company that offers Workshops on 3D Printing, and direct access to 3D printing services through our website."",Service,""51.1519777,-114.0577066""";;;;;
"Edelstall,""Schwarzer Bär 2, 30449 Hannover, Germany"",Nikolai,""services, art, makerspace, coworking, 3D printing, miscellaneous"",9am - 7pm,""4,95E+12"",hello@edelstall.de,http://edelstall.de/,""coworking space, creative, design, code, workshop, event, party, lab, make, invent, discover, life, learn, teach"",Makerspace,""52.3681555,9.720609099999999""";;;;;
"Fayetteville Free Library,""300 Orchard St Fayetteville, NY 13066"",Kathleen McClure,""services, fabrication, makerspace, coworking, tools, 3D printing, miscellaneous"",,(315) 637-6374,information@fflib.org,http://fflib.org/learn/make,""Free, open-access to a 3-D printer (Makerbot) in the FFL Fab Lab. They also have a green screen wall, video and podcasting equipment, 3-D modeling software, the Adobe Creative Suite 6 and iLife Creative Suite. They host a number of clubs/programs including a creation club, Lego club, steampunk club and Pinterest craft club."",Makerspace,""43.025688,-76.007087""";;;;;
"Wicked Device LLC,""1172 Ellis Hollow Rd, Ithaca, NY, USA"",Dirk Swart,""supplier, distributor, electronics, services, fabrication, pcb, hardware"",,(607) 793-6214,support@wickeddevice.com,www.wickeddevice.com,""Assembly and manufacturing. You’ve designed a great product, now you need to produce it. Cost effectively, fast and reliably. Our pick and place production line can get up up and running fast. We offer engineering services, help with your design, and a full review of your bill of materials. We can also do drop shipping direct from our location, and parts kitting. Customers include Maker Shed, Bitponics, Exelis and others."",Service,""42.433088,-76.43987899999999""";;;;;
"Center of Gravity,""35 4th St. Troy, NY 12180"",Garrett Scheffler,""fabrication, makerspace, machining, labware, coworking, tools, 3D printing"",,,,http://techvalleycenterofgravity.com/,""The Tech Valley Center of Gravity is a federation of makers, hackers, crafters, and artists who share camaraderie, space, and resources to do our tinkering. We have a permanent makerspace, several satellite locations, and a community of local individuals and organizations to share and support them. We are based in downtown Troy, NY, and sponsor events all over the New York State Capital Region. Our primary goal is to build a community around the idea of doing for ourselves, rather than just passively consuming, and learning how the arts, crafts, and technologies that surround us every day work, along the way. We also aim to create a network of contacts for small business and start-ups in the Capital Region to connect with local leaders, like-minded businesses and individuals, and tools and resources they might not otherwise have access to. We offer presentations that are free and open to the public, and for our members, we offer access to the makerspace and its tools, classes and wor…"",Makerspace,""42.7329029,-73.68870110000002""";;;;;
"Place Droid,""412 Ritchie Street, Kimberley, BC V1A 1M5, Canada"",Colin Fitzgerald,""electronics, services, fabrication, pcb, machining, SMT PCB Assembly (Pick & Place)"",By Appointment Only,(403) 333-3526,colin@placedroid.com,www.placedroid.com,Hi! My name is Colin Fitzgerald and I'm a Maker that helps Makers ! In addition to doing all kinds of technology commercialization consulting I'm developing a revolutionary electronics manufacturing service designed specifically for Makers. Let me help you build your next project!!,Service,""49.6735345,-115.9787062""";;;;;
"Tech Valley Center of Gravity,""35 4th Street, Troy, NY 12181"",Thomas Tongue,""electronics, fabrication, art, fabric / textiles, pcb, makerspace, machining, coworking, tools, metal, wood, laser cutting, 3D printing, glass, paint"",""2pm-10pm Sat/Sun, 6:30pm - 10:30pm Tues/Thurs"",,info@techvalleycenterofgravity.com,http://www.techvalleycenterofgravity.com/,""The Tech Valley Center of Gravity is a federation of makers, hackers, crafters, and artists who share camaraderie, space, and resources to do our tinkering. We have a permanent makerspace, several satellite locations, and a community of local individuals and organizations to share and support them. We are based in downtown Troy, NY, and sponsor events all over the New York State Capital Region. Our primary goal is to build a community around the idea of doing for ourselves, rather than just passively consuming, and learning how the arts, crafts, and technologies that surround us every day work, along the way. We also aim to create a network of contacts for small business and start-ups in the Capital Region to connect with local leaders, like-minded businesses and individuals, and tools and resources they might not otherwise have access to. We offer presentations that are free and open to the public, and for our members, we offer access to the makerspace and its tools, classes and wor…"",Makerspace,""42.7329029,-73.68870110000002""";;;;;
"MAG Lab,""3960 West Valley Boulevard, Unit G. Pomona, CA 91789"",Dubya,""fabrication, art, pcb, makerspace, plastic, composites, machining, labware, coworking, tools, metal, museum, wood, laser cutting, 3D printing, miscellaneous, hardware, sand blasting, injection molding,"",tuesdays and fridays 6pm-10pm,,contact@maglaboratory.org,www.maglaboratory.org,""MAG Lab is a nonprofit hackerspace in the Pomona, California area. We are a community of technically minded people who love to learn, create and collaborate on making cool things. We want to connect interested members of the local community with equipment and knowledge that they otherwise might not be able to access. No matter what your current skill set or knowledge level, as long as you like to play with technology, there is a place for you here. We have business meetings that are open to the public on Tuesday nights at 730pm. We also have a more general meeting with a focus on projects on Friday nights 730pm. Feel free to stop by and check us out at one of these times. Please join our mailing list in order to keep up with the latest news!"",Makerspace,""34.0391285,-117.8226865""";;;;;
"Engravable Designs Inc.,""Suite 3003 Bruneau Centre, St. John's, NL A1B 1T5, Canada"",Greg Leaman,""services, fabrication, art, plastic, wood, laser cutting, glass, miscellaneous"",8am-5pm,(709) 864-6140,greg@engravable.ca,engravable.ca,""Engravable Designs Inc. is a design-led laser engraving studio that focuses on custom products just for you. We work with clients to bring their ideas to realty, whether it's a gift they're giving away or a brand new product they're going to sell. We will also soon be adding CNC cutting and 3D scanning+milling capabilities."",Service,""47.5720773,-52.7316947""";;;;;
"Lomira QuadGraphics Community Library,""427 S. Water St. Lomira, WI 53048"",Shannon Crawford Barniskis,""art, makerspace, coworking, tools, 3D printing"",Monday through Thursday 1:30 -7:30 pm Friday 1:30 – 5:00 pm Saturday 9:00 am – noon,(920) 269-4115,shannonb@mwfls.org,http://www.lomira.lib.wi.us,""A public library makerspace that started in 2012 with a digital media lab, and which now includes art and electronics equipment, a 3d printer, Lego and arduino robotics kits, and lots of free workshops. Coming soon--a desktop laser cutter!"",Makerspace,""43.5859944,-88.4400363""";;;;;
"RazorLAB,""24 St Francis Rd, SE22 8DE, London, UK"",Soner Ozenc,""services, plastic, wood, laser cutting"",9am-6pm,#ERROR!,info@razorlab.co.uk,www.razorlab.co.uk,Online Laser Cutting & Engraving Service. UK Manufacturing Hub for and powered by Ponoko.com,Service,""51.4612961,-0.08231959999999999""";;;;;
"Ball Chain Supply,""516 E Vaile Ave, Kokomo, IN 46901"",Douglas Simmons,""supplier, distributor, retail"",,,ballchainsupply@gmail.com,www.ballchainsupply.com,Supplier of U.S. made ball chain necklaces and accessories. Our family run business focuses on quality and service to fulfill your ball chain necklace needs.,Store,""40.4818659,-86.12597699999999""";;;;;
"Robots and Dinosaurs,""292 Gerard Lane, Gladesville NSW 2111, Australia"",Nitin Nampalli,""electronics, fabrication, fabric / textiles, pcb, makerspace, plastic, composites, machining, tools, metal, laser cutting, 3D printing, glass, paint, hardware"",""Sat: 11am onwards, see mailing list for other times (varies)"",#ERROR!,board@robodino.org,http://robodino.org,""We're a hackerspace in Sydney: a communal space where geeks and artists brainstorm ideas, play games, work on collaborative projects, and share the cost of some great tools."",Hackerspace,""-33.8278307,151.1261668""";;;;;
"Petersen Brothers Plastics,""2929 N. Pulaski Rd Chicago, IL 60641"",Michael Una,""supplier, retail, services, fabrication, plastic, laser cutting"",9-5 Monday-Friday,773-286-5666,,petersenplastics.com,""Source for many different types of plastics, including a very decent selection of acrylics for use in lasercutting. They will also cut down large sheets to a cutter's bed size for a small fee, and they have a cutter in house which they charge a service fee for. They can also do plastic bending and custom fabrications in all sorts of sizes. It's a friendly, retro family-run shop."",Store,""41.9343999,-87.72690209999999""";;;;;
"Virginia Tech DreamVendor,""Randolph Hall Lobby, Virginia Tech, Blacksburg, VA 24061"",Matt Hazinski,""services, 3D printing"",M-F 9:00-17:00,,,http://www.dreams.me.vt.edu/dreamvendor/,""The DreamVendor is an interactive 3D printing station for Virginia Tech students to enable them to quickly fabricate prototypes for their academic, and even personal, design projects. Think of it as a vending machine with an infinite inventory - you simply insert an SD card that contains 3D printer code (generated from your CAD model) into the machine";" the DreamVendor then prints your 3D part and dispenses it into a bin when it's finished. In addition, the DreamVendor houses physical examples of the latest research by the members of the DREAMS Lab. We hope that the DreamVendor will provide students with an easy way to access the exciting field of additive manufacturing."",Service,""37.2332092,-80.4244805""";;;;
"Zot Laser Cutting and Engraving,""7201 Greenwood Ave. N., Seattle WA"",Jesse Card,""retail, services, fabrication, art, laser cutting, glass, paint, hardware"",Email,(423) 529-0748,zot@zotlasers.com,www.zotlasers.com,Provide laser cutting and engraving services. Visit the website for info on what materials to cut and engrave. $1/min,Service,""47.6808796,-122.3554392""";;;;;
"The Yard,""725 E Central, Wichita, KS 67202 ‎"",Jens,""retail, plastic, tools, metal, miscellaneous, hardware"",,3162654672,,http://www.theyardwichita.com/,""You never know what you'll find on the shelves at The Yard Store, but you'll always find a good deal. Since 1946, we've been selling overstock tools, pots, pans and other items, work clothes and a whole lot more anything and everything that we can sell to you for less."",,""37.69336790000001,-97.32936989999999""";;;;;
"Purple Porcupine,""17332 Von Karman Ave. Suite 100 Irvine, CA 92614"",Anthony Ko,""services, 3D printing"",,949.474.7222,ask@purpleporcupine.com,http://www.purpleporcupine.com/,3D printing service. Polyjet and FDM along with Roland.,,""33.6897677,-117.8414513""";;;;;
"Axocraft,""Jl. Kesehatan 3/35, Bintaro, Jakarta 12330, Indonesia"",David Widyanto,""services, fabrication, art, fabric / textiles, plastic, wood, laser cutting, glass"",3AM–12PM GMT (Monday–Friday),#ERROR!,info@axocraft.com,http://www.axocraft.com/,""Axocraft is a small production workshop based in Jakarta. We provide affordable, efficient, and rapid manufacturing solutions that are accessible for the rest of us, with the use of laser-cutting. Laser cutting enables you to produce intricate results in a wide variety of materials previously impossible."",,""-6.272621,106.763122""";;;;;
"Interlock Rochester,""1115 E. Main St. Suite 200 (Door #7) Rochester, NY 14609"",Alex Sojda,""electronics, pcb, makerspace, tools, metal, wood, 3D printing, miscellaneous, hardware"",,,info@interlockroc.org,http://interlockroc.org/,""Interlock is a non-profit organization that provides space for its members and the local community to develop and share their interests in science, technology, art, and culture."",,""43.1770344,-77.55047789999999""";;;;;
"Studio O+A,""950 Howard St., San Francisco, CA 94103"",Jeorge Jordan,""electronics, services, fabrication, art, fabric / textiles, makerspace, metal, wood"",M-F :: 9a-5p,7323180800,,http://www.o-plus-a.com,Interior and Architectural Design Firm based in San Francisco.,Service,""37.7805961,-122.4061368""";;;;;
"J.E. Rice TrueValue Hardware,""9124 Mathis Avenue Manassas, Virginia 20110"",fredhack.net,""retail, tools, metal, miscellaneous, hardware, coal"",,703-361-3141,,http://www.jericeco.com/,""This isn't just a regular hardware store. It's an old school hardware store where one can find things such as gears, various metal stock, hardware outside the norm. We also buy coal for our forge here as a backup."",Store,""38.7577988,-77.4659319""";;;;;
"Phenoptix LTD,""The Workshop, 2 Derby Street, Beeston, Nottinghamshire, NG9 2LG, UK"",Benjamin Gray,""supplier, distributor, electronics, retail, services, fabrication, makerspace, plastic, coworking, tools, laser cutting"",09:00-17:00,,service@phenoptix.com,www.phenoptix.com,Purveyor of cool things. Friendly advice and ad-hoc laser cutter access.,Hackerspace,""52.9293006,-1.2139006""";;;;;
"EcoSystems Brand,""63 Flushing Ave, Building 280, Unit 814, Brooklyn, NY 11205"",Matt Tyson,""services, fabrication, makerspace, coworking, tools, wood, hardware, design"",,,info@ecosystemsbrand.com,www.ecosystemsbrand.com,""EcoSystems is a creative platform that delivers furniture and interiors under an environmental and social framework";" fun, beauty and functionality emerge from our collaborations. We believe in thinking different. We think products should last a life time. Ours are user friendly, beautiful, and modifiable for the current space you inhabit. We strive to to improve your life and the relationship you have with your furniture. We provide eco-effective products that generate positive effects on the ecology, economy and social equity of the communities they inhabit."",Makerspace,""40.6986452,-73.97503499999999""";;;;
"Art Maker,""Rue de l'Armistice 28, 4680 Oupeye, Belgium"",Yves,""services, art"",,,ydejardin@hotmail.com,http://artmaker.be/,""Depuis des années ArtMaker se caractérise par la diversité de ses créations. Nous poursuivons inlassablement notre chemin créatif, entre maturité artistique et expériences en atelier. Nos sujets de prédilection sont les meubles, les objets design et les nouvelles technologies. Nos créations évoluent avec notre temps, tandis que la luminosité et l’intensité des contrastes restent deux constantes qui caractérisent notre style. Chaque création naît d’une démarche unique, fidèle à une tradition qu’ArtMaker se plaît à moderniser. Nos récentes créations, nous permettent de nous évader de la réalité et de magnifier ainsi la composition vers un idéal esthétique."",Makerspace,""50.7094311,5.6406827""";;;;;
"Mill End Fabrics,""1745 Kuenzli St Reno, NV 89502"",Seth V,""retail, art, fabric / textiles"",Mon-Fri 9 am - 6 pm Sat 9:30 am - 6 pm,(775) 322-5844,,http://www.yelp.com/biz/mill-end-fabrics-reno,Fabric store.,Store,""39.5295902,-119.7893875""";;;;;
"La Forge des Possibles,""1 place Jacquard, La roche sur Yon, France"",Emmanuelle Roux,""electronics, fabrication, makerspace, coworking, laser cutting, 3D printing, hardware"",10h-18H,33251411155,emmanuelle.roux@gmail.com,laforgedespossibles.org,""la Forge des Possibles, c’est 3 espaces : Un espace de co-working ";une Ecole du Numérique, lieu unique, où vous initier à la programmation, à la robotique, à la fabrication numérique, au web collaboratif, de 6 à 126 ans ;" Un FabLab, où nous mettons à votre disposition une imprimante 3D, une découpe laser, une machine à coudre, des kits Arduino, des capteurs, du matériel de bricolage, …"",Makerspace,""46.670511,-1.426442""";;;
"Einstein's Workshop,""25 Adams Street, Burlington, MA 01803"",Henry Houh,""electronics, retail, services, art, makerspace, coworking, laser cutting, 3D printing"",""M,T,W,F: 3-6pm, Thurs:1-6pm, Sat:10am-6pm, Sun:1-6pm"",781.202.5645,info@einsteinsworkshop.com,http://www.einsteinsworkshop.com,""Einstein's Workshop is an amazing space for kids to explore the creative side of Science, Technology, Engineering, and Math (STEM)! We currently offer science project classes, programming classes (Lego NXT, Scratch, etc), engineering classes such as 2D and 3D CAD design, electronics and circuit project classes, 3D printer and laser cutter project classes, math classes, and more. We offer classes to kids from kindergarten through high school and beyond, including training for FLL and JrFLL coaches. Einstein's Workshop also features a drop-in creative/maker space for kids, where kids can build with various construction toys such as Legos, K’Nex, Anchor Blocks, Kapla Blocks, and where qualified kids can access our CAD lab, electronics workstations, Arduino projects, 3D printers, and 80-watt laser cutter."",Makerspace,""42.46995099999999,-71.213514""";;;;;
"Columbia Gadget Works,""2603 Paris Rd. Unit C, Columbia MO 65201"",Matthew,""electronics, fabrication, makerspace, machining, coworking, tools, metal, wood, miscellaneous"",,,,http://www.columbiagadgetworks.org/,""A group of Makers, DIYers, Hackers, Builders, Circuit Benders, Garage Inventors, and Basement Scientists in Central Missouri who like to explore science, technology, art and craft and the interstitial space in between."",Hackerspace,""38.9771183,-92.2984747""";;;;;
"MAG Lab,""3960 west valley blvd unit g pomona, CA 91789"",TC,""services, fabrication, art, pcb, makerspace, machining, coworking, tools, metal, museum, wood, laser cutting, 3D printing, miscellaneous, hardware"",""tuesdays, fridays 5-11pm"",,contact@maglaboratory.org,www.maglaboratory.org,""MAG Lab is a nonprofit hackerspace in the Pomona, California area. We are a community of technically minded people who love to learn, create and collaborate on making cool things. We want to connect interested members of the local community with equipment and knowledge that they otherwise might not be able to access. No matter what your current skill set or knowledge level, as long as you like to play with technology, there is a place for you here. We have business meetings that are open to the public on Tuesday nights at 730pm. We also have a more general meeting with a focus on projects on Friday nights 730pm. Feel free to stop by and check us out at one of these times. Please join our mailing list in order to keep up with the latest news!"",Hackerspace,""34.0391285,-117.8226865""";;;;;
"hack.rva,""1600 Roseneath Road Suite E, Richmond, VA 23230"",Kent Durvin,""electronics, pcb, makerspace, machining, tools, laser cutting, 3D printing"",""Open house, 7-10 Thursdays"",,hack.rva@lists.hackrva.org,hackrva.org,""Virginia's first hackspace. We have a diverse group of makers sharing a pair of 3d printers, a lasercutter, a CNC mill, a small metal lathe, and assorted woodworking tools. We have a projector and screen for presentations such as classes. We have a nice pro-grade WiFi network so everyone can be online at the same time. We have a good mix of software and hardware experts. Every Thursday night is open house, and everyone is welcome!"",Hackerspace,""37.571078,-77.47292399999999""";;;;;
"Houlihan Engineering & Design,""1580 Madison St., San Francisco, CA 94112 ‎"",Shaun Houlihan,""electronics, services, fabrication, pcb, plastic, machining, 3D printing, hardware"",9-4 M-F,(415) 483-6305,shaun@hedlabs.com,www.hedlabs.com,Mechanical & Electrical Design & Build,Service,""37.7269253,-122.4229915""";;;;;
"mini-Fab,""2201 Road to Six Flags Arlington, TX 76011"",Matt McCoy,""retail, services, fabrication, art, fabric / textiles, plastic, wood, laser cutting, 3D printing, miscellaneous"",10 AM - 7 PM,(817) 300-7678,hello@mini-Fab.com,www.mini-Fab.com,""Retail digital fabrication with lasers, CNC routers/mills, and 3-D printers. Can’t find the perfect gift? Let’s make it! Welcome to our small fabrication studio, or mini-Fab. We make interesting things for interesting people, just like you. Here in our shop, we consider the products that we create to be our own personal pet-projects. These are the things we think are pretty cool and we hope that you will like them too. Our personalized products are mostly small and unique conversation pieces that will make you the envy of all your friends – If you’re not already. In which case, our wares will make a great personalized gift for that person that seems to have everything. At heart, our mini-Fab is rooted in its tradition as a classic woodshop. Most of our items are completely handmade in Texas using traditional woodworking techniques as well as cutting-edge digital fabrication. We have a shop full of conventional tools along with a laser cutter, CNC router/mill, and a 3-D printer to h…"",Store,""32.75559399999999,-97.07264599999999""";;;;;
"CIADESIGN,""7 rue Gaston Vasseur, 80390 Nibas, France"",alexandre becquet,""services, webdesign/printdesign/UIDesign"",CIA Design,33665969293,alexandre@ciadesign.com,www.ciadesign.com,""Freelance Webdesigner, Print designer Ui Designer and communication manager"",Service,""50.0989148,1.5878214""";;;;;
